"IDsite","date","NbNymphe","TM_0_1","TM_0_6","TM_0_12","TM_3_6","UN_0_1","UN_0_6","UN_0_12","UN_3_6","dayLength","temp","diur","temp_h","prec","Soil_pH","fract_forest","npatches","F_edges_length_density","shannonForest","shannonCLCL2","shannonCLCL1","CA","pFlat","pN","pE","pW","pS","mean_elv","sd_elv","Dim.1","Dim.2"
"10",2018-05-23,12,0.056862078926859,-1.06146270715022,-0.612619523302136,-1.2628574354957,-0.792680797488974,0.00802333674006353,-0.766533821169649,0.892470342863513,1.19934273418806,-0.0179657700220843,-0.179767400795025,-0.0649339903305549,-1.30669000757986,-1.68067019772946,1.06088746676876,-1.0843671292385,-1.23950826068701,0.896854967910125,-0.627078341264862,-1.16118480733619,-0.912188241763814,1.11306284744617,-1.10154648640076,-1.53748602042752,-0.260399106789645,0.472025324008642,-0.464797505051113,-0.790078596927558,-1.35579629564681,-0.620459917980514
"10",2021-04-08,2,-0.911482221952139,-1.31060385321608,-0.298825007001112,-0.960101942300335,-0.938637319824495,0.569225552345566,-1.15966472789343,1.19173798705571,0.2897935304467,-0.0179657700220843,-0.179767400795025,-0.0649339903305549,-1.30669000757986,-1.68067019772946,1.06088746676876,-1.0843671292385,-1.23950826068701,0.896854967910125,-0.627078341264862,-1.16118480733619,-0.912188241763814,1.11306284744617,-1.10154648640076,-1.53748602042752,-0.260399106789645,0.472025324008642,-0.464797505051113,-0.790078596927558,-1.35579629564681,-0.620459917980514
"10",2020-06-10,7,0.407168061799934,-0.52614609330533,-0.11936750870252,-0.902325891965201,-1.45686981633707,-0.777764153499302,-1.15042933410023,0.420779872521743,1.40469946718777,-0.0179657700220843,-0.179767400795025,-0.0649339903305549,-1.30669000757986,-1.68067019772946,1.06088746676876,-1.0843671292385,-1.23950826068701,0.896854967910125,-0.627078341264862,-1.16118480733619,-0.912188241763814,1.11306284744617,-1.10154648640076,-1.53748602042752,-0.260399106789645,0.472025324008642,-0.464797505051113,-0.790078596927558,-1.35579629564681,-0.620459917980514
"10",2018-09-19,0,0.875062458353877,1.26168594304705,-0.270514955358029,0.579403487915131,-1.64420265384897,-1.83544003793137,-0.767993288223685,-1.00474118902226,-0.0191021302516771,-0.0179657700220843,-0.179767400795025,-0.0649339903305549,-1.30669000757986,-1.68067019772946,1.06088746676876,-1.0843671292385,-1.23950826068701,0.896854967910125,-0.627078341264862,-1.16118480733619,-0.912188241763814,1.11306284744617,-1.10154648640076,-1.53748602042752,-0.260399106789645,0.472025324008642,-0.464797505051113,-0.790078596927558,-1.35579629564681,-0.620459917980514
"10",2019-03-21,9,-0.798581851548016,-1.23178716234301,0.0145734912801191,-0.567292345375314,-0.661000890005928,0.478224894471207,-1.06067803343906,0.4342544849027,-0.132322748300437,-0.0179657700220843,-0.179767400795025,-0.0649339903305549,-1.30669000757986,-1.68067019772946,1.06088746676876,-1.0843671292385,-1.23950826068701,0.896854967910125,-0.627078341264862,-1.16118480733619,-0.912188241763814,1.11306284744617,-1.10154648640076,-1.53748602042752,-0.260399106789645,0.472025324008642,-0.464797505051113,-0.790078596927558,-1.35579629564681,-0.620459917980514
"10",2021-01-20,1,-1.68888910353014,-0.2843682343628,0.108649837218057,0.726598105727324,1.20369869416906,-0.0375466877108368,-1.40365516040105,-1.35664029554498,-1.42148060949918,-0.0179657700220843,-0.179767400795025,-0.0649339903305549,-1.30669000757986,-1.68067019772946,1.06088746676876,-1.0843671292385,-1.23950826068701,0.896854967910125,-0.627078341264862,-1.16118480733619,-0.912188241763814,1.11306284744617,-1.10154648640076,-1.53748602042752,-0.260399106789645,0.472025324008642,-0.464797505051113,-0.790078596927558,-1.35579629564681,-0.620459917980514
"10",2018-11-19,3,-0.792303295479038,1.05669300137678,0.177203244642587,1.50326570431659,0.371103514876203,-1.66437007631291,-1.39147003205871,-1.58094492997686,-1.34746925239246,-0.0179657700220843,-0.179767400795025,-0.0649339903305549,-1.30669000757986,-1.68067019772946,1.06088746676876,-1.0843671292385,-1.23950826068701,0.896854967910125,-0.627078341264862,-1.16118480733619,-0.912188241763814,1.11306284744617,-1.10154648640076,-1.53748602042752,-0.260399106789645,0.472025324008642,-0.464797505051113,-0.790078596927558,-1.35579629564681,-0.620459917980514
"10",2020-10-15,1,0.165275725699817,1.11224624444439,0.0946047073940725,0.862658607212446,-0.555669282065087,-2.08345384670075,-1.53227898696399,-1.55889839478903,-0.645052866495995,-0.0179657700220843,-0.179767400795025,-0.0649339903305549,-1.30669000757986,-1.68067019772946,1.06088746676876,-1.0843671292385,-1.23950826068701,0.896854967910125,-0.627078341264862,-1.16118480733619,-0.912188241763814,1.11306284744617,-1.10154648640076,-1.53748602042752,-0.260399106789645,0.472025324008642,-0.464797505051113,-0.790078596927558,-1.35579629564681,-0.620459917980514
"10",2019-04-17,8,-0.876167178097462,-1.42745857491333,-0.228316354199582,-1.15185953260077,-1.73387802582995,0.305305678555272,-1.18165742745356,1.31451599176332,0.495293692045592,-0.0179657700220843,-0.179767400795025,-0.0649339903305549,-1.30669000757986,-1.68067019772946,1.06088746676876,-1.0843671292385,-1.23950826068701,0.896854967910125,-0.627078341264862,-1.16118480733619,-0.912188241763814,1.11306284744617,-1.10154648640076,-1.53748602042752,-0.260399106789645,0.472025324008642,-0.464797505051113,-0.790078596927558,-1.35579629564681,-0.620459917980514
"10",2018-07-18,11,1.29917604924719,-0.0372633227663078,-0.638886871177996,-0.909160360829397,-1.49111398311002,-1.03105778463054,-0.516691304857716,-0.643594752531012,1.25703550440419,-0.0179657700220843,-0.179767400795025,-0.0649339903305549,-1.30669000757986,-1.68067019772946,1.06088746676876,-1.0843671292385,-1.23950826068701,0.896854967910125,-0.627078341264862,-1.16118480733619,-0.912188241763814,1.11306284744617,-1.10154648640076,-1.53748602042752,-0.260399106789645,0.472025324008642,-0.464797505051113,-0.790078596927558,-1.35579629564681,-0.620459917980514
